clip_id,file_path,file_name,modality_code,modality,vocal_channel_code,vocal_channel,emotion_code,emotion,intensity_code,intensity,statement_code,statement,repetition,actor,gender
clip_00010,data\raw\Audio_Speech_Actors_01-24\Actor_01\03-01-02-01-01-02-01.wav,03-01-02-01-01-02-01.wav,03,audio_only,01,speech,02,calm,01,normal,01,kids_are_talking_by_the_door,2,1,male
clip_00011,data\raw\Audio_Speech_Actors_01-24\Actor_01\03-01-02-02-01-02-01.wav,03-01-02-02-01-02-01.wav,03,audio_only,01,speech,02,calm,02,strong,01,kids_are_talking_by_the_door,2,1,male
clip_00012,data\raw\Audio_Speech_Actors_01-24\Actor_01\03-01-02-01-02-01-01.wav,03-01-02-01-02-01-01.wav,03,audio_only,01,speech,02,calm,01,normal,02,dogs_are_sitting_by_the_door,1,1,male
clip_00013,data\raw\Audio_Speech_Actors_01-24\Actor_01\03-01-02-02-02-01-01.wav,03-01-02-02-02-01-01.wav,03,audio_only,01,speech,02,calm,02,strong,02,dogs_are_sitting_by_the_door,1,1,male
clip_00014,data\raw\Audio_Speech_Actors_01-24\Actor_01\03-01-02-01-02-02-01.wav,03-01-02-01-02-02-01.wav,03,audio_only,01,speech,02,calm,01,normal,02,dogs_are_sitting_by_the_door,2,1,male
clip_00015,data\raw\Audio_Speech_Actors_01-24\Actor_01\03-01-02-02-02-02-01.wav,03-01-02-02-02-02-01.wav,03,audio_only,01,speech,02,calm,02,strong,02,dogs_are_sitting_by_the_door,2,1,male
clip_00016,data\raw\Audio_Speech_Actors_01-24\Actor_01\03-01-07-01-01-01-01.wav,03-01-07-01-01-01-01.wav,03,audio_only,01,speech,07,disgust,01,normal,01,kids_are_talking_by_the_door,1,1,male
clip_00017,data\raw\Audio_Speech_Actors_01-24\Actor_01\03-01-07-02-01-01-01.wav,03-01-07-02-01-01-01.wav,03,audio_only,01,speech,07,disgust,02,strong,01,kids_are_talking_by_the_door,1,1,male
clip_00018,data\raw\Audio_Speech_Actors_01-24\Actor_01\03-01-07-01-01-02-01.wav,03-01-07-01-01-02-01.wav,03,audio_only,01,speech,07,disgust,01,normal,01,kids_are_talking_by_the_door,2,1,male
clip_00019,data\raw\Audio_Speech_Actors_01-24\Actor_01\03-01-07-02-01-02-01.wav,03-01-07-02-01-02-01.wav,03,audio_only,01,speech,07,disgust,02,strong,01,kids_are_talking_by_the_door,2,1,male
clip_00020,data\raw\Audio_Speech_Actors_01-24\Actor_01\03-01-07-01-02-01-01.wav,03-01-07-01-02-01-01.wav,03,audio_only,01,speech,07,disgust,01,normal,02,dogs_are_sitting_by_the_door,1,1,male
clip_00021,data\raw\Audio_Speech_Actors_01-24\Actor_01\03-01-07-02-02-01-01.wav,03-01-07-02-02-01-01.wav,03,audio_only,01,speech,07,disgust,02,strong,02,dogs_are_sitting_by_the_door,1,1,male
clip_00022,data\raw\Audio_Speech_Actors_01-24\Actor_01\03-01-07-01-02-02-01.wav,03-01-07-01-02-02-01.wav,03,audio_only,01,speech,07,disgust,01,normal,02,dogs_are_sitting_by_the_door,2,1,male
clip_00023,data\raw\Audio_Speech_Actors_01-24\Actor_01\03-01-07-02-02-02-01.wav,03-01-07-02-02-02-01.wav,03,audio_only,01,speech,07,disgust,02,strong,02,dogs_are_sitting_by_the_door,2,1,male
clip_00024,data\raw\Audio_Speech_Actors_01-24\Actor_01\03-01-06-01-01-01-01.wav,03-01-06-01-01-01-01.wav,03,audio_only,01,speech,06,fearful,01,normal,01,kids_are_talking_by_the_door,1,1,male
clip_00025,data\raw\Audio_Speech_Actors_01-24\Actor_01\03-01-06-02-01-01-01.wav,03-01-06-02-01-01-01.wav,03,audio_only,01,speech,06,fearful,02,strong,01,kids_are_talking_by_the_door,1,1,male
clip_00026,data\raw\Audio_Speech_Actors_01-24\Actor_01\03-01-06-01-01-02-01.wav,03-01-06-01-01-02-01.wav,03,audio_only,01,speech,06,fearful,01,normal,01,kids_are_talking_by_the_door,2,1,male
clip_00027,data\raw\Audio_Speech_Actors_01-24\Actor_01\03-01-06-02-01-02-01.wav,03-01-06-02-01-02-01.wav,03,audio_only,01,speech,06,fearful,02,strong,01,kids_are_talking_by_the_door,2,1,male
clip_00028,data\raw\Audio_Speech_Actors_01-24\Actor_01\03-01-06-01-02-01-01.wav,03-01-06-01-02-01-01.wav,03,audio_only,01,speech,06,fearful,01,normal,02,dogs_are_sitting_by_the_door,1,1,male
clip_00029,data\raw\Audio_Speech_Actors_01-24\Actor_01\03-01-06-02-02-01-01.wav,03-01-06-02-02-01-01.wav,03,audio_only,01,speech,06,fearful,02,strong,02,dogs_are_sitting_by_the_door,1,1,male
clip_00030,data\raw\Audio_Speech_Actors_01-24\Actor_01\03-01-06-01-02-02-01.wav,03-01-06-01-02-02-01.wav,03,audio_only,01,speech,06,fearful,01,normal,02,dogs_are_sitting_by_the_door,2,1,male
clip_00031,data\raw\Audio_Speech_Actors_01-24\Actor_01\03-01-06-02-02-02-01.wav,03-01-06-02-02-02-01.wav,03,audio_only,01,speech,06,fearful,02,strong,02,dogs_are_sitting_by_the_door,2,1,male
clip_00032,data\raw\Audio_Speech_Actors_01-24\Actor_01\03-01-03-01-01-01-01.wav,03-01-03-01-01-01-01.wav,03,audio_only,01,speech,03,happy,01,normal,01,kids_are_talking_by_the_door,1,1,male
clip_00033,data\raw\Audio_Speech_Actors_01-24\Actor_01\03-01-03-02-01-01-01.wav,03-01-03-02-01-01-01.wav,03,audio_only,01,speech,03,happy,02,strong,01,kids_are_talking_by_the_door,1,1,male
clip_00034,data\raw\Audio_Speech_Actors_01-24\Actor_01\03-01-03-01-01-02-01.wav,03-01-03-01-01-02-01.wav,03,audio_only,01,speech,03,happy,01,normal,01,kids_are_talking_by_the_door,2,1,male
clip_00035,data\raw\Audio_Speech_Actors_01-24\Actor_01\03-01-03-02-01-02-01.wav,03-01-03-02-01-02-01.wav,03,audio_only,01,speech,03,happy,02,strong,01,kids_are_talking_by_the_door,2,1,male
clip_00036,data\raw\Audio_Speech_Actors_01-24\Actor_01\03-01-03-01-02-01-01.wav,03-01-03-01-02-01-01.wav,03,audio_only,01,speech,03,happy,01,normal,02,dogs_are_sitting_by_the_door,1,1,male
clip_00037,data\raw\Audio_Speech_Actors_01-24\Actor_01\03-01-03-02-02-01-01.wav,03-01-03-02-02-01-01.wav,03,audio_only,01,speech,03,happy,02,strong,02,dogs_are_sitting_by_the_door,1,1,male
clip_00038,data\raw\Audio_Speech_Actors_01-24\Actor_01\03-01-03-01-02-02-01.wav,03-01-03-01-02-02-01.wav,03,audio_only,01,speech,03,happy,01,normal,02,dogs_are_sitting_by_the_door,2,1,male
clip_00039,data\raw\Audio_Speech_Actors_01-24\Actor_01\03-01-03-02-02-02-01.wav,03-01-03-02-02-02-01.wav,03,audio_only,01,speech,03,happy,02,strong,02,dogs_are_sitting_by_the_door,2,1,male
clip_00040,data\raw\Audio_Speech_Actors_01-24\Actor_01\03-01-01-01-01-01-01.wav,03-01-01-01-01-01-01.wav,03,audio_only,01,speech,01,neutral,01,normal,01,kids_are_talking_by_the_door,1,1,male
clip_00041,data\raw\Audio_Speech_Actors_01-24\Actor_01\03-01-01-01-01-02-01.wav,03-01-01-01-01-02-01.wav,03,audio_only,01,speech,01,neutral,01,normal,01,kids_are_talking_by_the_door,2,1,male
clip_00042,data\raw\Audio_Speech_Actors_01-24\Actor_01\03-01-01-01-02-01-01.wav,03-01-01-01-02-01-01.wav,03,audio_only,01,speech,01,neutral,01,normal,02,dogs_are_sitting_by_the_door,1,1,male
clip_00043,data\raw\Audio_Speech_Actors_01-24\Actor_01\03-01-01-01-02-02-01.wav,03-01-01-01-02-02-01.wav,03,audio_only,01,speech,01,neutral,01,normal,02,dogs_are_sitting_by_the_door,2,1,male
clip_00044,data\raw\Audio_Speech_Actors_01-24\Actor_01\03-01-04-01-01-01-01.wav,03-01-04-01-01-01-01.wav,03,audio_only,01,speech,04,sad,01,normal,01,kids_are_talking_by_the_door,1,1,male
clip_00045,data\raw\Audio_Speech_Actors_01-24\Actor_01\03-01-04-02-01-01-01.wav,03-01-04-02-01-01-01.wav,03,audio_only,01,speech,04,sad,02,strong,01,kids_are_talking_by_the_door,1,1,male
clip_00046,data\raw\Audio_Speech_Actors_01-24\Actor_01\03-01-04-01-01-02-01.wav,03-01-04-01-01-02-01.wav,03,audio_only,01,speech,04,sad,01,normal,01,kids_are_talking_by_the_door,2,1,male
clip_00047,data\raw\Audio_Speech_Actors_01-24\Actor_01\03-01-04-02-01-02-01.wav,03-01-04-02-01-02-01.wav,03,audio_only,01,speech,04,sad,02,strong,01,kids_are_talking_by_the_door,2,1,male
clip_00048,data\raw\Audio_Speech_Actors_01-24\Actor_01\03-01-04-01-02-01-01.wav,03-01-04-01-02-01-01.wav,03,audio_only,01,speech,04,sad,01,normal,02,dogs_are_sitting_by_the_door,1,1,male
clip_00049,data\raw\Audio_Speech_Actors_01-24\Actor_01\03-01-04-02-02-01-01.wav,03-01-04-02-02-01-01.wav,03,audio_only,01,speech,04,sad,02,strong,02,dogs_are_sitting_by_the_door,1,1,male
clip_00050,data\raw\Audio_Speech_Actors_01-24\Actor_01\03-01-04-01-02-02-01.wav,03-01-04-01-02-02-01.wav,03,audio_only,01,speech,04,sad,01,normal,02,dogs_are_sitting_by_the_door,2,1,male
clip_00051,data\raw\Audio_Speech_Actors_01-24\Actor_01\03-01-04-02-02-02-01.wav,03-01-04-02-02-02-01.wav,03,audio_only,01,speech,04,sad,02,strong,02,dogs_are_sitting_by_the_door,2,1,male
clip_00052,data\raw\Audio_Speech_Actors_01-24\Actor_01\03-01-08-01-01-01-01.wav,03-01-08-01-01-01-01.wav,03,audio_only,01,speech,08,surprised,01,normal,01,kids_are_talking_by_the_door,1,1,male
clip_00053,data\raw\Audio_Speech_Actors_01-24\Actor_01\03-01-08-02-01-01-01.wav,03-01-08-02-01-01-01.wav,03,audio_only,01,speech,08,surprised,02,strong,01,kids_are_talking_by_the_door,1,1,male
clip_00054,data\raw\Audio_Speech_Actors_01-24\Actor_01\03-01-08-01-01-02-01.wav,03-01-08-01-01-02-01.wav,03,audio_only,01,speech,08,surprised,01,normal,01,kids_are_talking_by_the_door,2,1,male
clip_00055,data\raw\Audio_Speech_Actors_01-24\Actor_01\03-01-08-02-01-02-01.wav,03-01-08-02-01-02-01.wav,03,audio_only,01,speech,08,surprised,02,strong,01,kids_are_talking_by_the_door,2,1,male
clip_00056,data\raw\Audio_Speech_Actors_01-24\Actor_01\03-01-08-01-02-01-01.wav,03-01-08-01-02-01-01.wav,03,audio_only,01,speech,08,surprised,01,normal,02,dogs_are_sitting_by_the_door,1,1,male
clip_00057,data\raw\Audio_Speech_Actors_01-24\Actor_01\03-01-08-02-02-01-01.wav,03-01-08-02-02-01-01.wav,03,audio_only,01,speech,08,surprised,02,strong,02,dogs_are_sitting_by_the_door,1,1,male
clip_00058,data\raw\Audio_Speech_Actors_01-24\Actor_01\03-01-08-01-02-02-01.wav,03-01-08-01-02-02-01.wav,03,audio_only,01,speech,08,surprised,01,normal,02,dogs_are_sitting_by_the_door,2,1,male
clip_00059,data\raw\Audio_Speech_Actors_01-24\Actor_01\03-01-08-02-02-02-01.wav,03-01-08-02-02-02-01.wav,03,audio_only,01,speech,08,surprised,02,strong,02,dogs_are_sitting_by_the_door,2,1,male
clip_00060,data\raw\Audio_Speech_Actors_01-24\Actor_02\03-01-05-01-01-01-02.wav,03-01-05-01-01-01-02.wav,03,audio_only,01,speech,05,angry,01,normal,01,kids_are_talking_by_the_door,1,2,female
clip_00061,data\raw\Audio_Speech_Actors_01-24\Actor_02\03-01-05-02-01-01-02.wav,03-01-05-02-01-01-02.wav,03,audio_only,01,speech,05,angry,02,strong,01,kids_are_talking_by_the_door,1,2,female
clip_00062,data\raw\Audio_Speech_Actors_01-24\Actor_02\03-01-05-01-01-02-02.wav,03-01-05-01-01-02-02.wav,03,audio_only,01,speech,05,angry,01,normal,01,kids_are_talking_by_the_door,2,2,female
clip_00063,data\raw\Audio_Speech_Actors_01-24\Actor_02\03-01-05-02-01-02-02.wav,03-01-05-02-01-02-02.wav,03,audio_only,01,speech,05,angry,02,strong,01,kids_are_talking_by_the_door,2,2,female
clip_00064,data\raw\Audio_Speech_Actors_01-24\Actor_02\03-01-05-01-02-01-02.wav,03-01-05-01-02-01-02.wav,03,audio_only,01,speech,05,angry,01,normal,02,dogs_are_sitting_by_the_door,1,2,female
clip_00065,data\raw\Audio_Speech_Actors_01-24\Actor_02\03-01-05-02-02-01-02.wav,03-01-05-02-02-01-02.wav,03,audio_only,01,speech,05,angry,02,strong,02,dogs_are_sitting_by_the_door,1,2,female
clip_00066,data\raw\Audio_Speech_Actors_01-24\Actor_02\03-01-05-01-02-02-02.wav,03-01-05-01-02-02-02.wav,03,audio_only,01,speech,05,angry,01,normal,02,dogs_are_sitting_by_the_door,2,2,female
clip_00067,data\raw\Audio_Speech_Actors_01-24\Actor_02\03-01-05-02-02-02-02.wav,03-01-05-02-02-02-02.wav,03,audio_only,01,speech,05,angry,02,strong,02,dogs_are_sitting_by_the_door,2,2,female
clip_00068,data\raw\Audio_Speech_Actors_01-24\Actor_02\03-01-02-01-01-01-02.wav,03-01-02-01-01-01-02.wav,03,audio_only,01,speech,02,calm,01,normal,01,kids_are_talking_by_the_door,1,2,female
clip_00069,data\raw\Audio_Speech_Actors_01-24\Actor_02\03-01-02-02-01-01-02.wav,03-01-02-02-01-01-02.wav,03,audio_only,01,speech,02,calm,02,strong,01,kids_are_talking_by_the_door,1,2,female
clip_00070,data\raw\Audio_Speech_Actors_01-24\Actor_02\03-01-02-01-01-02-02.wav,03-01-02-01-01-02-02.wav,03,audio_only,01,speech,02,calm,01,normal,01,kids_are_talking_by_the_door,2,2,female
clip_00071,data\raw\Audio_Speech_Actors_01-24\Actor_02\03-01-02-02-01-02-02.wav,03-01-02-02-01-02-02.wav,03,audio_only,01,speech,02,calm,02,strong,01,kids_are_talking_by_the_door,2,2,female
clip_00072,data\raw\Audio_Speech_Actors_01-24\Actor_02\03-01-02-01-02-01-02.wav,03-01-02-01-02-01-02.wav,03,audio_only,01,speech,02,calm,01,normal,02,dogs_are_sitting_by_the_door,1,2,female
clip_00073,data\raw\Audio_Speech_Actors_01-24\Actor_02\03-01-02-02-02-01-02.wav,03-01-02-02-02-01-02.wav,03,audio_only,01,speech,02,calm,02,strong,02,dogs_are_sitting_by_the_door,1,2,female
clip_00074,data\raw\Audio_Speech_Actors_01-24\Actor_02\03-01-02-01-02-02-02.wav,03-01-02-01-02-02-02.wav,03,audio_only,01,speech,02,calm,01,normal,02,dogs_are_sitting_by_the_door,2,2,female
clip_00075,data\raw\Audio_Speech_Actors_01-24\Actor_02\03-01-02-02-02-02-02.wav,03-01-02-02-02-02-02.wav,03,audio_only,01,speech,02,calm,02,strong,02,dogs_are_sitting_by_the_door,2,2,female
clip_00076,data\raw\Audio_Speech_Actors_01-24\Actor_02\03-01-07-01-01-01-02.wav,03-01-07-01-01-01-02.wav,03,audio_only,01,speech,07,disgust,01,normal,01,kids_are_talking_by_the_door,1,2,female
clip_00077,data\raw\Audio_Speech_Actors_01-24\Actor_02\03-01-07-02-01-01-02.wav,03-01-07-02-01-01-02.wav,03,audio_only,01,speech,07,disgust,02,strong,01,kids_are_talking_by_the_door,1,2,female
clip_00078,data\raw\Audio_Speech_Actors_01-24\Actor_02\03-01-07-01-01-02-02.wav,03-01-07-01-01-02-02.wav,03,audio_only,01,speech,07,disgust,01,normal,01,kids_are_talking_by_the_door,2,2,female
clip_00079,data\raw\Audio_Speech_Actors_01-24\Actor_02\03-01-07-02-01-02-02.wav,03-01-07-02-01-02-02.wav,03,audio_only,01,speech,07,disgust,02,strong,01,kids_are_talking_by_the_door,2,2,female
clip_00080,data\raw\Audio_Speech_Actors_01-24\Actor_02\03-01-07-01-02-01-02.wav,03-01-07-01-02-01-02.wav,03,audio_only,01,speech,07,disgust,01,normal,02,dogs_are_sitting_by_the_door,1,2,female
clip_00081,data\raw\Audio_Speech_Actors_01-24\Actor_02\03-01-07-02-02-01-02.wav,03-01-07-02-02-01-02.wav,03,audio_only,01,speech,07,disgust,02,strong,02,dogs_are_sitting_by_the_door,1,2,female
clip_00082,data\raw\Audio_Speech_Actors_01-24\Actor_02\03-01-07-01-02-02-02.wav,03-01-07-01-02-02-02.wav,03,audio_only,01,speech,07,disgust,01,normal,02,dogs_are_sitting_by_the_door,2,2,female
clip_00083,data\raw\Audio_Speech_Actors_01-24\Actor_02\03-01-07-02-02-02-02.wav,03-01-07-02-02-02-02.wav,03,audio_only,01,speech,07,disgust,02,strong,02,dogs_are_sitting_by_the_door,2,2,female
clip_00084,data\raw\Audio_Speech_Actors_01-24\Actor_02\03-01-06-01-01-01-02.wav,03-01-06-01-01-01-02.wav,03,audio_only,01,speech,06,fearful,01,normal,01,kids_are_talking_by_the_door,1,2,female
clip_00085,data\raw\Audio_Speech_Actors_01-24\Actor_02\03-01-06-02-01-01-02.wav,03-01-06-02-01-01-02.wav,03,audio_only,01,speech,06,fearful,02,strong,01,kids_are_talking_by_the_door,1,2,female
clip_00086,data\raw\Audio_Speech_Actors_01-24\Actor_02\03-01-06-01-01-02-02.wav,03-01-06-01-01-02-02.wav,03,audio_only,01,speech,06,fearful,01,normal,01,kids_are_talking_by_the_door,2,2,female
clip_00087,data\raw\Audio_Speech_Actors_01-24\Actor_02\03-01-06-02-01-02-02.wav,03-01-06-02-01-02-02.wav,03,audio_only,01,speech,06,fearful,02,strong,01,kids_are_talking_by_the_door,2,2,female
clip_00088,data\raw\Audio_Speech_Actors_01-24\Actor_02\03-01-06-01-02-01-02.wav,03-01-06-01-02-01-02.wav,03,audio_only,01,speech,06,fearful,01,normal,02,dogs_are_sitting_by_the_door,1,2,female
clip_00089,data\raw\Audio_Speech_Actors_01-24\Actor_02\03-01-06-02-02-01-02.wav,03-01-06-02-02-01-02.wav,03,audio_only,01,speech,06,fearful,02,strong,02,dogs_are_sitting_by_the_door,1,2,female
clip_00090,data\raw\Audio_Speech_Actors_01-24\Actor_02\03-01-06-01-02-02-02.wav,03-01-06-01-02-02-02.wav,03,audio_only,01,speech,06,fearful,01,normal,02,dogs_are_sitting_by_the_door,2,2,female
clip_00091,data\raw\Audio_Speech_Actors_01-24\Actor_02\03-01-06-02-02-02-02.wav,03-01-06-02-02-02-02.wav,03,audio_only,01,speech,06,fearful,02,strong,02,dogs_are_sitting_by_the_door,2,2,female
clip_00092,data\raw\Audio_Speech_Actors_01-24\Actor_02\03-01-03-01-01-01-02.wav,03-01-03-01-01-01-02.wav,03,audio_only,01,speech,03,happy,01,normal,01,kids_are_talking_by_the_door,1,2,female
clip_00093,data\raw\Audio_Speech_Actors_01-24\Actor_02\03-01-03-02-01-01-02.wav,03-01-03-02-01-01-02.wav,03,audio_only,01,speech,03,happy,02,strong,01,kids_are_talking_by_the_door,1,2,female
clip_00094,data\raw\Audio_Speech_Actors_01-24\Actor_02\03-01-03-01-01-02-02.wav,03-01-03-01-01-02-02.wav,03,audio_only,01,speech,03,happy,01,normal,01,kids_are_talking_by_the_door,2,2,female
clip_00095,data\raw\Audio_Speech_Actors_01-24\Actor_02\03-01-03-02-01-02-02.wav,03-01-03-02-01-02-02.wav,03,audio_only,01,speech,03,happy,02,strong,01,kids_are_talking_by_the_door,2,2,female
clip_00096,data\raw\Audio_Speech_Actors_01-24\Actor_02\03-01-03-01-02-01-02.wav,03-01-03-01-02-01-02.wav,03,audio_only,01,speech,03,happy,01,normal,02,dogs_are_sitting_by_the_door,1,2,female
clip_00097,data\raw\Audio_Speech_Actors_01-24\Actor_02\03-01-03-02-02-01-02.wav,03-01-03-02-02-01-02.wav,03,audio_only,01,speech,03,happy,02,strong,02,dogs_are_sitting_by_the_door,1,2,female
clip_00098,data\raw\Audio_Speech_Actors_01-24\Actor_02\03-01-03-01-02-02-02.wav,03-01-03-01-02-02-02.wav,03,audio_only,01,speech,03,happy,01,normal,02,dogs_are_sitting_by_the_door,2,2,female
clip_00099,data\raw\Audio_Speech_Actors_01-24\Actor_02\03-01-03-02-02-02-02.wav,03-01-03-02-02-02-02.wav,03,audio_only,01,speech,03,happy,02,strong,02,dogs_are_sitting_by_the_door,2,2,female
clip_00100,data\raw\Audio_Speech_Actors_01-24\Actor_02\03-01-01-01-01-01-02.wav,03-01-01-01-01-01-02.wav,03,audio_only,01,speech,01,neutral,01,normal,01,kids_are_talking_by_the_door,1,2,female
clip_00101,data\raw\Audio_Speech_Actors_01-24\Actor_02\03-01-01-01-01-02-02.wav,03-01-01-01-01-02-02.wav,03,audio_only,01,speech,01,neutral,01,normal,01,kids_are_talking_by_the_door,2,2,female
clip_00102,data\raw\Audio_Speech_Actors_01-24\Actor_02\03-01-01-01-02-01-02.wav,03-01-01-01-02-01-02.wav,03,audio_only,01,speech,01,neutral,01,normal,02,dogs_are_sitting_by_the_door,1,2,female
clip_00103,data\raw\Audio_Speech_Actors_01-24\Actor_02\03-01-01-01-02-02-02.wav,03-01-01-01-02-02-02.wav,03,audio_only,01,speech,01,neutral,01,normal,02,dogs_are_sitting_by_the_door,2,2,female
clip_00104,data\raw\Audio_Speech_Actors_01-24\Actor_02\03-01-04-01-01-01-02.wav,03-01-04-01-01-01-02.wav,03,audio_only,01,speech,04,sad,01,normal,01,kids_are_talking_by_the_door,1,2,female
clip_00105,data\raw\Audio_Speech_Actors_01-24\Actor_02\03-01-04-02-01-01-02.wav,03-01-04-02-01-01-02.wav,03,audio_only,01,speech,04,sad,02,strong,01,kids_are_talking_by_the_door,1,2,female
clip_00106,data\raw\Audio_Speech_Actors_01-24\Actor_02\03-01-04-01-01-02-02.wav,03-01-04-01-01-02-02.wav,03,audio_only,01,speech,04,sad,01,normal,01,kids_are_talking_by_the_door,2,2,female
clip_00107,data\raw\Audio_Speech_Actors_01-24\Actor_02\03-01-04-02-01-02-02.wav,03-01-04-02-01-02-02.wav,03,audio_only,01,speech,04,sad,02,strong,01,kids_are_talking_by_the_door,2,2,female
clip_00108,data\raw\Audio_Speech_Actors_01-24\Actor_02\03-01-04-01-02-01-02.wav,03-01-04-01-02-01-02.wav,03,audio_only,01,speech,04,sad,01,normal,02,dogs_are_sitting_by_the_door,1,2,female
clip_00109,data\raw\Audio_Speech_Actors_01-24\Actor_02\03-01-04-02-02-01-02.wav,03-01-04-02-02-01-02.wav,03,audio_only,01,speech,04,sad,02,strong,02,dogs_are_sitting_by_the_door,1,2,female
clip_00110,data\raw\Audio_Speech_Actors_01-24\Actor_02\03-01-04-01-02-02-02.wav,03-01-04-01-02-02-02.wav,03,audio_only,01,speech,04,sad,01,normal,02,dogs_are_sitting_by_the_door,2,2,female
clip_00111,data\raw\Audio_Speech_Actors_01-24\Actor_02\03-01-04-02-02-02-02.wav,03-01-04-02-02-02-02.wav,03,audio_only,01,speech,04,sad,02,strong,02,dogs_are_sitting_by_the_door,2,2,female
clip_00112,data\raw\Audio_Speech_Actors_01-24\Actor_02\03-01-08-01-01-01-02.wav,03-01-08-01-01-01-02.wav,03,audio_only,01,speech,08,surprised,01,normal,01,kids_are_talking_by_the_door,1,2,female
clip_00113,data\raw\Audio_Speech_Actors_01-24\Actor_02\03-01-08-02-01-01-02.wav,03-01-08-02-01-01-02.wav,03,audio_only,01,speech,08,surprised,02,strong,01,kids_are_talking_by_the_door,1,2,female
clip_00114,data\raw\Audio_Speech_Actors_01-24\Actor_02\03-01-08-01-01-02-02.wav,03-01-08-01-01-02-02.wav,03,audio_only,01,speech,08,surprised,01,normal,01,kids_are_talking_by_the_door,2,2,female
clip_00115,data\raw\Audio_Speech_Actors_01-24\Actor_02\03-01-08-02-01-02-02.wav,03-01-08-02-01-02-02.wav,03,audio_only,01,speech,08,surprised,02,strong,01,kids_are_talking_by_the_door,2,2,female
clip_00116,data\raw\Audio_Speech_Actors_01-24\Actor_02\03-01-08-01-02-01-02.wav,03-01-08-01-02-01-02.wav,03,audio_only,01,speech,08,surprised,01,normal,02,dogs_are_sitting_by_the_door,1,2,female
clip_00117,data\raw\Audio_Speech_Actors_01-24\Actor_02\03-01-08-02-02-01-02.wav,03-01-08-02-02-01-02.wav,03,audio_only,01,speech,08,surprised,02,strong,02,dogs_are_sitting_by_the_door,1,2,female
clip_00118,data\raw\Audio_Speech_Actors_01-24\Actor_02\03-01-08-01-02-02-02.wav,03-01-08-01-02-02-02.wav,03,audio_only,01,speech,08,surprised,01,normal,02,dogs_are_sitting_by_the_door,2,2,female
clip_00119,data\raw\Audio_Speech_Actors_01-24\Actor_02\03-01-08-02-02-02-02.wav,03-01-08-02-02-02-02.wav,03,audio_only,01,speech,08,surprised,02,strong,02,dogs_are_sitting_by_the_door,2,2,female
clip_00120,data\raw\Audio_Speech_Actors_01-24\Actor_03\03-01-05-01-01-01-03.wav,03-01-05-01-01-01-03.wav,03,audio_only,01,speech,05,angry,01,normal,01,kids_are_talking_by_the_door,1,3,male
clip_00121,data\raw\Audio_Speech_Actors_01-24\Actor_03\03-01-05-02-01-01-03.wav,03-01-05-02-01-01-03.wav,03,audio_only,01,speech,05,angry,02,strong,01,kids_are_talking_by_the_door,1,3,male
clip_00122,data\raw\Audio_Speech_Actors_01-24\Actor_03\03-01-05-01-01-02-03.wav,03-01-05-01-01-02-03.wav,03,audio_only,01,speech,05,angry,01,normal,01,kids_are_talking_by_the_door,2,3,male
